Time,Aadc,AdB,AuV,A2hcounts,LnA2hcounts,EioktoJ,EdB,Emarse,Tdur,Trise,hcounts,AF,RA,Clust,Heat
"4027,703",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4028,468",33,"32,1","40,2","20,1",0,808,"29,1","28417,5",1,1,2,2000,"40,200",0,1
"4029,997",50,"35,7","60,9","10,1","0,06925",109715,"50,4","331231,9",48,2,6,125,"30,450",0,1
"4031,427",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"4031,486",36,"32,8","43,8","21,9","0,04351",30066,"44,8","173396,5",17,18,2,117,"2,433",0,1
"4032,256",41,34,"49,9","16,6","0,07235",28591,"44,6","169089,9",14,6,3,214,"8,317",0,1
"4033,450",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4033,969",45,"34,8","54,8","54,8","0,31015",3003,"34,8","54802,4",1,1,1,1000,"54,800",0,1
"4035,303",35,"32,6","42,6","14,2","0,01961",14125,"41,5","118849,2",12,1,3,250,"42,600",0,1
"4036,883",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"4037,572",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4039,160",48,"35,3","58,5","19,5","0,1249",32146,"45,1","179294,2",17,2,3,176,"29,250",0,1
"4039,810",47,"35,2","57,2","19,1","0,11788",48889,"46,9","221109,1",18,2,3,166,"28,600",0,1
"4041,056",45,"34,8","54,8",11,"0,06203",66730,"48,2","258321,8",31,22,5,161,"2,491",0,1
"4042,163",44,"34,6","53,6","17,9","0,09589",16240,"42,1","127436,5",10,10,3,300,"5,360",0,1
"4042,289",38,"33,3","46,3","23,1","0,07054",1071,"30,3","32723,2",1,1,2,2000,"46,300",0,1
"4043,537",64,"37,8","77,9","7,8","0,06624",158582,52,398223,50,9,10,200,"8,656",0,1
"4043,850",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"4044,886",35,"32,6","42,6","21,3","0,02942",14125,"41,5","118849,2",8,9,2,250,"4,733",0,1
"4051,932",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,1
"4052,772",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4053,753",47,"35,2","57,2","19,1","0,11788",97714,"49,9","312592,7",37,29,3,81,"1,972",0,1
"4055,587",43,"34,4","52,4","52,4","0,26469",2742,"34,4","52366,7",1,2,1,1000,"26,200",0,1
"4056,484",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,1
"4056,920",38,"33,3","46,3","23,1","0,07054",15027,"41,8","122584,1",8,8,2,250,"5,788",0,1
"4057,776",40,"33,8","48,7","48,7","0,19237",4746,"36,8","68890,9",2,2,1,500,"24,350",0,1
"4058,546",47,"35,2","57,2","11,4","0,07073",28628,"44,6","169198,6",22,1,5,227,"57,200",0,1
"4058,587",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,2,1,1000,"22,550",0,1
"4058,758",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"4058,880",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"4060,171",39,"33,5","47,5","23,7","0,08353",10445,"40,2","102199,8",5,2,2,400,"23,750",0,1
"4061,454",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"4061,595",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4061,607",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4065,603",44,"34,6","53,6","13,4","0,07192",26067,"44,2","161453,2",16,1,4,250,"53,600",0,1
"4065,824",57,"36,8","69,4","17,4","0,13664",56135,"47,5","236928,2",18,10,4,222,"6,940",0,1
"4065,980",34,"32,3","41,4","20,7","0,01493",36004,"45,6","189747,1",21,1,2,95,"41,400",0,1
"4067,288",93,"41,1","113,3","18,9","0,17268",238694,"53,8","488563,4",35,15,6,171,"7,553",0,1
"4068,745",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"4069,772",40,"33,8","48,7","24,4","0,09619",8380,"39,2",91540,4,5,2,500,"9,740",0,1
"4070,918",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"4071,510",37,"33,1","45,1",15,"0,03814",14293,"41,6","119554,3",8,5,3,375,"9,020",0,1
"4072,634",41,34,"49,9","16,6","0,07235",12063,"40,8",109830,8,8,3,375,"6,238",0,1
"4072,708",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4072,711",36,"32,8","43,8",11,"0,02175",30273,"44,8","173992,1",21,1,4,190,"43,800",0,1
"4075,770",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4076,165",36,"32,8","43,8","7,3","0,0145",22288,"43,5","149292,3",26,27,6,230,"1,622",0,1
"4077,256",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4077,518",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"4077,726",37,"33,1","45,1","6,4","0,01634",70830,"48,5","266139,4",45,14,7,155,"3,221",0,1
"4077,878",43,"34,4","52,4","17,5","0,08823",25858,"44,1","160804,3",11,7,3,272,"7,486",0,1
"4078,157",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,2,1,1000,"23,750",0,1
"4078,694",61,"37,4","74,3","6,2","0,0512",345095,"55,4","587448,1",114,21,12,105,"3,538",0,1
"4081,040",37,"33,1","45,1","7,5","0,01907",14834,"41,7","121795,2",18,19,6,333,"2,374",0,1
"4082,837",34,"32,3","41,4","13,8","0,00995",59336,"47,7","243590,4",36,5,3,83,"8,280",0,1
"4082,891",48,"35,3","58,5","11,7","0,07494",53564,"47,3","231438,3",21,11,5,238,"5,318",0,1
"4083,625",44,"34,6","53,6","7,7","0,0411",70945,"48,5",266355,41,21,7,170,"2,552",0,1
"4086,473",46,35,56,"11,2","0,06643",55231,"47,4","235012,8",28,10,5,178,"5,600",0,1
"4087,145",43,"34,4","52,4","13,1","0,06617",35133,"45,5","187437,1",22,22,4,181,"2,382",0,1
"4087,261",71,"38,7","86,5","10,8","0,09577",122221,"50,9","349600,5",37,11,8,216,"7,864",0,1
"4088,966",38,"33,3","46,3","23,1","0,07054",15027,"41,8","122584,1",8,9,2,250,"5,144",0,1
"4089,589",61,"37,4","74,3","6,8","0,05585",200853,53,448166,82,20,11,134,"3,715",0,1
"4089,697",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4090,205",43,"34,4","52,4","13,1","0,06617",20904,"43,2","144581,1",14,15,4,285,"3,493",0,1
"4091,109",110,"42,5",134,"9,6","0,086",595761,"57,8","771855,7",143,31,14,97,"4,323",0,1
"4091,633",40,"33,8","48,7","16,2","0,06412",21446,"43,3","146443,7",10,6,3,300,"8,117",0,1
"4091,769",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"4092,264",52,36,"63,3","21,1","0,15158",27733,"44,4","166531,3",9,5,3,333,"12,660",0,1
"4092,771",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"4092,834",43,"34,4","52,4","7,5","0,03781",28573,"44,6",169036,22,16,7,318,"3,275",0,1
"4093,031",54,"36,4","65,8","9,4","0,07035",157034,52,"396274,6",71,11,7,98,"5,982",0,1
"4093,051",46,35,56,"18,7","0,11071",90855,"49,6","301422,2",36,10,3,83,"5,600",0,1
"4093,880",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4094,262",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4094,350",36,"32,8","43,8","21,9","0,04351",9091,"39,6","95349,2",5,5,2,400,"8,760",0,1
"4094,395",36,"32,8","43,8","14,6","0,029",12463,41,"111638,1",10,10,3,300,"4,380",0,1
"4094,532",38,"33,3","46,3","23,1","0,07054",11875,"40,7","108973,7",6,1,2,333,"46,300",0,1
"4094,687",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"4094,720",42,"34,2","51,1",17,"0,08039",24150,"43,8","155402,6",10,5,3,300,"10,220",0,1
"4097,011",38,"33,3","46,3","23,1","0,07054",9896,40,"99478,9",5,1,2,400,"46,300",0,1
"4098,938",45,"34,8","54,8","18,3","0,10338",23937,"43,8","154717,1",10,6,3,300,"9,133",0,1
"4100,110",68,"38,4","82,8","13,8","0,1205",166236,"52,2","407720,3",54,31,6,111,"2,671",0,1
"4100,155",43,"34,4","52,4","26,2","0,13235",6536,"38,2","80845,9",3,4,2,666,"13,100",0,1
"4100,223",34,"32,3","41,4","20,7","0,01493",11654,"40,7","107951,5",7,8,2,285,"5,175",0,1
"4100,236",203,"47,9","247,2","4,9","0,03633",4192245,"66,2","2047497,4",454,39,50,110,"6,338",0,1
"4100,274",46,35,56,"18,7","0,11071",31678,45,"177982,4",13,7,3,230,"8,000",0,1
"4101,094",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"4101,428",38,"33,3","46,3","15,4","0,04703",17019,"42,3","130455,7",9,5,3,333,"9,260",0,1
"4101,649",38,"33,3","46,3","23,1","0,07054",9392,"39,7","96911,3",5,6,2,400,"7,717",0,1
"4102,179",43,"34,4","52,4","13,1","0,06617",71138,"48,5","266717,3",33,33,4,121,"1,588",0,1
"4103,110",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"4103,860",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"4105,136",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4105,834",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,1
"4106,057",73,39,"88,9","17,8","0,15879",115775,"50,6","340257,4",26,11,5,192,"8,082",0,1
"4106,241",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"4106,687",115,"42,9","140,1","8,8","0,07803",546801,"57,4","739459,9",102,17,16,156,"8,241",0,1
"4107,071",47,"35,2","57,2","14,3","0,08841",54734,"47,4","233953,4",22,9,4,181,"6,356",0,1
"4107,810",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"4107,816",51,"35,9","62,1","20,7","0,14511",22698,"43,6","150656,9",12,1,3,250,"62,100",0,1
"4107,862",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"4108,055",40,"33,8","48,7","48,7","0,19237",2373,"33,8","48713,2",1,2,1,1000,"24,350",0,1
"4108,058",41,34,"49,9",25,"0,10853",11872,"40,7","108960,1",5,6,2,400,"8,317",0,1
"4108,071",51,"35,9","62,1","8,9","0,06219",150171,"51,8","387519,3",60,2,7,116,"31,050",0,1
"4108,337",43,"34,4","52,4","26,2","0,13235",20055,43,"141616,9",9,1,2,222,"52,400",0,1
"4108,739",42,"34,2","51,1","8,5","0,04019",31968,45,"178796,5",23,23,6,260,"2,222",0,1
"4109,011",45,"34,8","54,8","27,4","0,15508",23666,"43,7","153837,5",9,9,2,222,"6,089",0,1
